PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-04-12,13:05:23,1,1,"Schaeffer, Jared",1000303766,Right,AKR_ZIP,"Wright, Aydin",1000243631,Right,CEN_MIC,Undefined,1,Top,0,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,90.36737,-2.253428,-2.054063,2140.765426,211.645269,01:00:00,6.11579,0.87402,5.65417,-11.71402,23.54545,13.67304,3.03556,0.09692,80.89181,-4.572852,0.387141,0.427375,72.59013,15.242847,170.794317,2912.039543,NA,NA,NA,127.71578,49.42474,176.716348,1.460995,-7.6267,13.08308,-0.70887,50,5.91783,4.07843,-130.80664,-5.41998,-12.94004,32.9264,-9.97629,AKR_ZIP,CEN_MIC,UofAkron,D1,MAC,20250412-UofAkron-2,52eed970-17c0-11f0-b5d0-d9eeb7ed1855,88.19523,11.67789,NA,9.47556,NA,NA,NA,0.91829,2.88302,-0.10907,27d1e525-d685-4d33-b9bf-e91a0b43e7e4,2025-04-12,17:05:23,2025-04-12T17:05:23Z,2025-04-12T17:05:23Z,LineDrive,v3,akron,471268,12 April 2025 13:00-cmichigan@akron,"Horvath, Andrew",1000119909,Right,AKR_ZIP,1ad37a74-d568-4b80-85b4-a3e5f9ceed8d,54.84222,-132.01989,16.4632,6.11077,-5.05238,-4.98815,-0.86793,4.55523,-6.47002,307.125112,0.91829,-101.39649,9.50539,-0.23293,-0.062,0.19935,-0.1763,0.07925,-0.01461,2.88302,27.99099,-23.93182,2.87909,-0.52587,0.16233,-0.05897,0.02031,-0.00352,-0.10907,16.43272,-8.42619,0.56428,-0.02668,-0.13127,0.12789,-0.05846,0.01081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Low,NA,NA,NA
2,2025-04-12,13:05:39,1,2,"Schaeffer, Jared",1000303766,Right,AKR_ZIP,"Wright, Aydin",1000243631,Right,CEN_MIC,Undefined,1,Top,0,0,1,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,NA,81.08071,-0.504587,-0.496167,2552.85606,126.420827,10:15:00,6.04038,0.90052,5.18436,-35.64329,8.82812,-9.70796,2.59534,-0.3753,73.02283,-7.070251,-2.217193,0.479967,80.90013,56.91869,6.879069,NA,107.3012,128.17483,24.21586,188.43159,187.41764,14.144089,5.714107,4.6739,5.0441,-0.84669,50,5.96699,1.42693,-117.4148,-2.26096,6.3937,26.39676,-25.27397,AKR_ZIP,CEN_MIC,UofAkron,D1,MAC,20250412-UofAkron-2,5cd2bd80-17c0-11f0-b5d0-d9eeb7ed1855,78.53125,128.21585,NA,8.05788,NA,NA,NA,0.87949,2.44023,0.37563,27d1e525-d685-4d33-b9bf-e91a0b43e7e4,2025-04-12,17:05:39,2025-04-12T17:05:39Z,2025-04-12T17:05:39Z,FlyBall,v3,akron,471268,12 April 2025 13:00-cmichigan@akron,"Horvath, Andrew",1000119909,Right,AKR_ZIP,ee47d197-f82b-4c71-982d-9ec6b6e2410e,55.31159,-118.60292,13.19838,6.04315,-1.12338,-12.63698,-0.90444,1.13915,3.19685,188.983338,0.89052,64.08232,-18.03405,4.46225,-0.29812,-0.1912,0.06637,-0.00873,4.2e-4,2.42446,99.68128,-24.3169,3.03028,-0.87876,0.21457,-0.02972,0.00159,0,0.37786,7.72054,1.3032,-0.81618,0.3042,-0.0766,0.01155,-9e-4,3e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,NA,NA,NA
3,2025-04-12,13:06:11,2,1,"Schaeffer, Jared",1000303766,Right,AKR_ZIP,"Kwiatkowski, Cole",1000241337,Right,CEN_MIC,Undefined,1,Top,1,0,0,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,1,0,NA,82.72118,-0.94822,-2.85321,1969.915828,247.75865,02:15:00,5.94228,0.96802,6.03375,-33.06352,8.33701,16.59402,2.30775,-0.29344,74.50639,-7.135109,0.13269,0.4631,66.66986,-6.7817,-24.488431,NA,NA,NA,NA,22.46028,21.97073,-19.241976,0.201513,-9.59406,5.02099,-0.75437,50,5.85034,5.34536,-119.88903,-2.99654,-13.67662,27.6216,-25.01648,AKR_ZIP,CEN_MIC,UofAkron,D1,MAC,20250412-UofAkron-2,6f86cbb0-17c0-11f0-b5d0-d9eeb7ed1855,81.39164,2.7081,NA,8.21479,NA,NA,NA,3.71761,2.7081,0.41883,27d1e525-d685-4d33-b9bf-e91a0b43e7e4,2025-04-12,17:06:11,2025-04-12T17:06:11Z,2025-04-12T17:06:11Z,GroundBall,v3,akron,471268,12 April 2025 13:00-cmichigan@akron,"Horvath, Andrew",1000119909,Right,AKR_ZIP,e40439e9-a1d5-4789-ba3c-c39820f182ac,54.46532,-120.91343,13.8108,5.94427,-2.06876,-12.50824,-0.96202,5.85259,-6.83831,213.291023,3.71805,88.33448,-7.72001,NA,NA,NA,NA,NA,NA,2.70808,-11.54553,-9.39472,NA,NA,NA,NA,NA,NA,0.41837,-40.21829,7.00868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA
4,2025-04-12,13:06:42,3,1,"Schaeffer, Jared",1000303766,Right,AKR_ZIP,"Piasecki, Aaron",1000189116,Left,CEN_MIC,Undefined,1,Top,2,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,90.94401,-2.209628,-2.278167,2190.248579,231.124345,01:45:00,6.11443,0.94196,5.64227,-17.86454,16.96044,19.38308,2.56183,0.43092,81.54903,-5.61488,1.183469,0.424734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.52627,9.70186,-0.76081,50,5.91556,4.34759,-131.62962,-5.63306,-18.09566,33.1941,-15.49566,AKR_ZIP,CEN_MIC,UofAkron,D1,MAC,20250412-UofAkron-2,81ff5780-17c0-11f0-b5d0-d9eeb7ed1855,88.74366,NA,NA,9.39498,NA,NA,NA,NA,NA,NA,27d1e525-d685-4d33-b9bf-e91a0b43e7e4,2025-04-12,17:06:42,2025-04-12T17:06:42Z,2025-04-12T17:06:42Z,NA,v3,akron,471268,12 April 2025 13:00-cmichigan@akron,"Horvath, Andrew",1000119909,Right,AKR_ZIP,5150f124-ff46-4c87-bab2-55ff500901ad,54.85376,-132.84799,16.59705,6.11189,-5.0643,-7.74783,-0.93257,5.01178,-9.04783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
5,2025-04-12,13:06:56,3,2,"Schaeffer, Jared",1000303766,Right,AKR_ZIP,"Piasecki, Aaron",1000189116,Left,CEN_MIC,Undefined,1,Top,2,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,76.96946,1.214155,1.034681,2404.869901,76.324205,08:30:00,6.18074,0.90937,5.17736,-50.58711,-1.49693,-13.29595,3.10798,0.77507,69.77749,-8.007318,-1.323246,0.504277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.91276,-0.57339,-0.99519,50,6.25556,-1.47335,-111.53669,0.61311,8.58438,22.72219,-32.88611,AKR_ZIP,CEN_MIC,UofAkron,D1,MAC,20250412-UofAkron-2,8a5bd840-17c0-11f0-b5d0-d9eeb7ed1855,74.74558,NA,NA,7.19197,NA,NA,NA,NA,NA,NA,27d1e525-d685-4d33-b9bf-e91a0b43e7e4,2025-04-12,17:06:56,2025-04-12T17:06:56Z,2025-04-12T17:06:56Z,NA,v3,akron,471268,12 April 2025 13:00-cmichigan@akron,"Horvath, Andrew",1000119909,Right,AKR_ZIP,709df351-66ab-4694-af89-dcd69274a740,55.32054,-112.61537,11.3611,6.1894,2.1743,-16.44305,-0.91557,-1.88088,4.29219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
6,2025-04-12,13:07:12,3,3,"Schaeffer, Jared",1000303766,Right,AKR_ZIP,"Piasecki, Aaron",1000189116,Left,CEN_MIC,Undefined,1,Top,2,0,2,ChangeUp,Changeup,InPlay,Undefined,Popup,Out,1,0,NA,82.81292,-1.932102,-1.95703,1981.563891,250.745487,02:15:00,5.91585,1.12002,6.01959,-33.74435,7.53642,17.19536,1.31248,0.73954,74.8574,-8.216746,1.141202,0.462429,54.2382,70.850734,-47.846077,NA,NA,NA,NA,NA,37.97711,NA,NA,-9.53603,4.9524,-0.97611,50,5.74619,3.43867,-120.0458,-5.09829,-13.64673,27.42632,-25.08682,AKR_ZIP,CEN_MIC,UofAkron,D1,MAC,20250412-UofAkron-2,93e98600-17c0-11f0-b5d0-d9eeb7ed1855,81.50962,66.09776,NA,7.95552,NA,NA,NA,1.91459,1.56555,-0.74774,27d1e525-d685-4d33-b9bf-e91a0b43e7e4,2025-04-12,17:07:12,2025-04-12T17:07:12Z,2025-04-12T17:07:12Z,NA,v3,akron,471268,12 April 2025 13:00-cmichigan@akron,"Horvath, Andrew",1000119909,Right,AKR_ZIP,841622b9-de71-4ac2-9cae-f4283e6b2ef1,54.47878,-121.06472,13.71316,5.91829,-4.16628,-12.54341,-1.11328,3.94566,-6.82336,149.254587,1.91459,17.51261,-5.0893,1.89879,-0.45392,0.04833,0.03091,-0.02342,0.00539,1.56555,75.14734,-25.07858,2.93659,-0.46742,-0.02804,0.07635,-0.03905,0.00723,-0.74774,-19.34506,-2.02127,1.74127,-0.55126,0.12558,-0.01221,-0.00685,0.00316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,NA,NA,NA
7,2025-04-12,13:09:50,1,1,"Kostic, AJ",1000122276,Right,CEN_MIC,"Bottone, Evan",94790,Left,AKR_ZIP,Undefined,1,Bottom,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NA,89.16026,-2.790573,-4.108458,2346.785821,228.103819,01:30:00,5.58438,1.76333,6.35955,-17.91036,17.23021,17.77343,1.51496,-0.54316,80.49656,-6.23551,-0.899507,0.426654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.55753,10.23162,-1.4733,50,5.37324,8.55617,-129.03936,-6.77879,-17.55926,30.25576,-15.15687,AKR_ZIP,CEN_MIC,UofAkron,D1,MAC,20250412-UofAkron-2,f1f0dfa0-17c0-11f0-b5d0-d9eeb7ed1855,88.34426,NA,NA,8.6637,NA,NA,NA,NA,NA,NA,27d1e525-d685-4d33-b9bf-e91a0b43e7e4,2025-04-12,17:09:50,2025-04-12T17:09:50Z,2025-04-12T17:09:50Z,NA,v3,akron,471268,12 April 2025 13:00-cmichigan@akron,"Wright, Aydin",1000243631,Right,CEN_MIC,fc2c76d5-db99-4196-9a65-ccb4328a641f,54.13872,-130.00614,15.12788,5.58211,-6.29447,-7.57844,-1.75567,9.11725,-8.77963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
8,2025-04-12,13:10:03,1,2,"Kostic, AJ",1000122276,Right,CEN_MIC,"Bottone, Evan",94790,Left,AKR_ZIP,Undefined,1,Bottom,0,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,NA,85.43038,-2.865494,-3.636932,2225.217774,235.448145,01:45:00,5.60818,1.79851,6.16401,-22.9656,15.45438,20.45411,1.03986,0.13892,77.50386,-7.20891,0.04798,0.446118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.73079,9.28217,-1.53282,50,5.37866,7.06616,-123.70955,-6.85959,-17.98411,27.15043,-17.94385,AKR_ZIP,CEN_MIC,UofAkron,D1,MAC,20250412-UofAkron-2,f9dbd9e0-17c0-11f0-b5d0-d9eeb7ed1855,84.48981,NA,NA,7.92652,NA,NA,NA,NA,NA,NA,27d1e525-d685-4d33-b9bf-e91a0b43e7e4,2025-04-12,17:10:03,2025-04-12T17:10:03Z,2025-04-12T17:10:03Z,NA,v3,akron,471268,12 April 2025 13:00-cmichigan@akron,"Wright, Aydin",1000243631,Right,CEN_MIC,367f04ad-a6ee-4b1a-beb8-995ee147f203,54.33528,-124.65738,13.57521,5.6072,-6.23317,-8.97193,-1.79046,7.69399,-8.99205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
9,2025-04-12,13:10:19,1,3,"Kostic, AJ",1000122276,Right,CEN_MIC,"Bottone, Evan",94790,Left,AKR_ZIP,Undefined,1,Bottom,0,2,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,87.13982,-1.341559,-3.324044,2286.405672,235.203883,01:45:00,5.47944,2.11441,6.37198,-21.16966,15.32269,20.22745,2.47862,0.73811,78.98759,-5.381926,0.334114,0.434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.49056,8.75682,-1.8828,50,5.37248,6.53887,-126.39028,-3.54458,-18.41729,27.95568,-18.13846,AKR_ZIP,CEN_MIC,UofAkron,D1,MAC,20250412-UofAkron-2,03a5a640-17c1-11f0-b5d0-d9eeb7ed1855,86.6926,NA,NA,8.15223,NA,NA,NA,NA,NA,NA,27d1e525-d685-4d33-b9bf-e91a0b43e7e4,2025-04-12,17:10:19,2025-04-12T17:10:19Z,2025-04-12T17:10:19Z,NA,v3,akron,471268,12 April 2025 13:00-cmichigan@akron,"Wright, Aydin",1000243631,Right,CEN_MIC,b4a1a250-bd8b-40cc-b08b-159f23f3bd39,54.1263,-127.29969,13.97784,5.47819,-2.95453,-9.06923,-2.10525,7.13799,-9.20865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
10,2025-04-12,13:10:36,1,4,"Kostic, AJ",1000122276,Right,CEN_MIC,"Bottone, Evan",94790,Left,AKR_ZIP,Undefined,1,Bottom,0,2,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NA,88.37482,-0.559261,-1.672334,2316.587318,236.222406,01:45:00,5.56833,1.91466,6.27552,-20.90938,14.71839,20.14064,3.31013,2.05107,79.89397,-4.549835,1.968596,0.429601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.83623,8.16402,-1.79962,50,5.51675,2.90314,-128.28682,-1.84351,-17.84049,29.52997,-18.73305,AKR_ZIP,CEN_MIC,UofAkron,D1,MAC,20250412-UofAkron-2,0d8089a0-17c1-11f0-b5d0-d9eeb7ed1855,87.73818,NA,NA,8.48085,NA,NA,NA,NA,NA,NA,27d1e525-d685-4d33-b9bf-e91a0b43e7e4,2025-04-12,17:10:36,2025-04-12T17:10:36Z,2025-04-12T17:10:36Z,NA,v3,akron,471268,12 April 2025 13:00-cmichigan@akron,"Wright, Aydin",1000243631,Right,CEN_MIC,d2320312-72a2-404c-91ba-dc4a0369b663,54.22089,-129.25477,14.76499,5.56712,-1.22947,-9.36653,-1.90436,3.48792,-8.92025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
