PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt
1,2025-09-16,14:47:50.33,"Sipe, Hunter",1000230997,Left,VIR_KEY,,,Warmup,,74.63997,0.05572178462,5.417768156,1776.808058,118.2404917,10:00,4.82535,-2.01656,,-31.18016,7.60328,-14.28248,2.27282,1.24119,68.88349,-6.533794867,2.398366553,0.4482234295,11.32885,5.2044,2.17769,50,4.82063,-10.54723,-109.28213,0.50591,13.68889,19.40516,-25.88546,a8fcc298-8b0a-4d19-9b93-c7dde95f8000,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,,Pitching,25050126,,,,,,,,,,,,,,,,,,,104.8461943,-35.77438012,1441.569335,0.8113253025,9:30
2,2025-09-16,14:48:05.84,"Sipe, Hunter",1000230997,Left,VIR_KEY,,,Warmup,,67.95855,3.680199917,0.6099234905,1934.730691,233.4795914,1:45,4.50177,-2.58232,6.03082,-53.77064,6.50864,8.83135,3.43334,-1.28162,62.08764,-6.445079581,2.277927479,0.5587987415,-4.61564,2.47241,2.52997,50,4.75999,-1.26358,-98.7313,5.05679,-4.54139,16.1892,-29.74141,0fa606db-257f-4c5e-bb08-d8b7918fb978,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,67.45262,Pitching,25050126,,,,,,,,,,,,,,,,,,,,-74.08843476,530.4128848,0.274153342,
3,2025-09-16,14:48:21.66,"Sipe, Hunter",1000230997,Left,VIR_KEY,,,Warmup,,75.93538,1.874783463,4.183727346,1961.63833,113.1208502,9:45,4.74161,-2.57857,6.1873,-40.04457,8.09154,-19.1935,3.14058,-0.30879,69.09746,-5.694677302,0.5512197567,0.4993521129,11.69092,3.86936,2.27294,50,4.86278,-7.56265,-110.2211,2.57428,14.31979,20.38144,-27.43461,7d9cdf05-15dc-4492-a6f0-86ac9c0ef775,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,75.48269,Pitching,25050126,,,,,,,,,,,,,,,,,,,93.3555004,-38.78921383,1529.010594,0.7794559119,9:00
4,2025-09-16,14:48:38.17,"Sipe, Hunter",1000230997,Left,VIR_KEY,,,Warmup,,74.65691,2.710637059,2.691345617,1701.852276,124.5423768,10:15,4.83494,-2.5595,6.5088,-37.89835,11.12612,-16.27467,4.16857,-1.44439,67.98126,-4.500082323,-0.4093508837,0.5039388287,9.7558,5.36112,2.37912,50,5.00736,-4.71069,-108.53675,4.23302,11.60036,19.56128,-25.79929,0b77dcdb-b5a0-4c1e-879f-8752b48c8ba7,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,74.79566,Pitching,25050126,,,,,,,,,,,,,,,,,,,,-43.46624277,1235.170015,0.7257798063,
5,2025-09-16,14:48:55.43,"Sipe, Hunter",1000230997,Left,VIR_KEY,,,Warmup,,74.93397,2.341361447,3.197255727,1686.061211,92.77834644,9:00,4.88079,-2.42551,6.51911,-48.20345,0.59546,-13.76545,3.01634,-0.63644,68.29422,-6.826828287,0.5716095834,0.5027782174,8.55504,-0.3666,2.20923,50,5.02268,-5.75281,-108.90213,3.30219,10.20806,20.26886,-32.61148,178076a9-840b-45db-a6a2-a8ae27b6e04c,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,74.96832,Pitching,25050126,,,,,,,,,,,,,,,,,,,104.4895986,-36.27644815,1359.254606,0.8061715655,9:30
6,2025-09-16,14:49:10.36,"Sipe, Hunter",1000230997,Left,VIR_KEY,,,Warmup,,75.76901,1.727247754,3.79111939,1877.42002,100.6619674,9:15,4.85902,-2.53436,6.43089,-45.72791,2.06026,-11.29433,2.63955,0.01333,69.2697,-6.937434338,1.645921619,0.4975440917,7.30764,0.63619,2.26997,50,4.96108,-7.01516,-110.09221,2.19342,8.93911,20.14729,-31.39583,c1ad1dd5-6ae4-4a80-9cc4-0919894a97c9,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,75.75698,Pitching,25050126,,,,,,,,,,,,,,,,,,,100.4703619,-37.7978594,1483.495828,0.7901779104,9:15
7,2025-09-16,14:49:23.96,"Sipe, Hunter",1000230997,Left,VIR_KEY,,,Warmup,,75.43118,1.36092329,2.880857575,1822.448049,104.3102732,9:30,4.823,-2.5433,6.32418,-45.19457,3.04808,-12.17582,2.31174,-0.90303,69.14375,-7.179709602,0.5715289673,0.4999044409,7.48778,1.28531,2.33907,50,4.90063,-5.2132,-109.71401,1.46683,9.11193,19.70523,-30.60995,a0932882-6dce-4108-adfb-969a9da1f6d6,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,75.39929,Pitching,25050126,,,,,,,,,,,,,,,,,,,,-38.28402314,1430.529074,0.7849491647,
8,2025-09-16,14:50:17.85,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Fastball,Live,,77.96164,0.8642820154,3.784913699,1933.027999,109.1326868,9:45,4.93474,-2.53805,6.58623,-40.65487,4.20756,-12.29689,2.3405,-0.0899,71.24494,-6.86366301,1.441411734,0.4820729919,7.90622,2.07827,2.28444,50,4.97663,-7.19469,-113.34101,0.71038,10.24213,21.51221,-29.48175,195f0b25-000b-4526-8fce-a68b65512f58,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.18824,Pitching,25050126,,,,,,,,,,,,,,,,,,,,-33.30127061,1615.615495,0.8357951858,
9,2025-09-16,14:50:34.95,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Fastball,Live,,77.00327,2.660263807,2.529208771,1786.184695,94.78793828,9:15,4.8675,-2.55798,6.64954,-44.83731,1.08688,-13.76898,3.56965,-1.38936,70.11678,-5.895953511,-0.1044602596,0.4877442421,8.39069,-0.18339,2.39362,50,5.02808,-4.6156,-111.97486,4.13155,10.58943,21.34877,-32.4055,63a18a0d-1e01-470a-ae65-8a2e2d442ed6,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,77.27911,Pitching,25050126,,,,,,,,,,,,,,,,,,,139.2568919,-37.96523553,1408.199727,0.7883841639,10:45
10,2025-09-16,14:50:49.28,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Fastball,Live,,77.58779,1.712429064,4.140143139,1834.553387,115.358947,9:45,4.78871,-2.5062,6.64147,-38.61596,6.41521,-13.70674,3.1426,0.14749,71.07706,-5.624514724,1.533821777,0.4829787487,8.72496,3.08512,2.23269,50,4.88828,-7.82815,-112.75982,2.43901,11.25307,20.16751,-28.195,225f31c3-ff39-45cc-b61b-34a6924b61d3,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.04161,Pitching,25050126,,,,,,,,,,,,,,,,,,,103.448919,-37.82281746,1449.133655,0.7899108658,9:30
11,2025-09-16,14:51:46.29,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Fastball,Live,,78.50196,-0.07470962897,4.370368577,1985.564753,119.4208532,10:00,4.80699,-2.59142,6.5335,-36.27804,7.90686,-14.12439,1.7151,0.2476,72.06504,-6.942278027,1.690172003,0.4784189119,8.99647,4.38405,2.29455,50,4.78594,-8.36245,-114.08224,-1.06447,11.87065,20.7485,-26.38939,4fbabc32-c863-49c9-9eee-92768a90cd58,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.78543,Pitching,25050126,,,,,,,,,,,,,,,,,,,,,,,
12,2025-09-16,14:51:59.22,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Sinker,Live,,78.08457,0.8533397928,4.774144179,1989.720535,109.8641538,9:45,4.75015,-2.51307,6.70513,-39.7707,4.69961,-13.20023,2.21878,0.76132,71.54998,-6.705729574,2.262159443,0.4799615702,8.66526,2.37219,2.20155,50,4.79086,-9.15423,-113.42098,0.73579,11.28573,20.77911,-29.08448,68afc68f-cb95-4822-8073-71bbe6475c3f,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.5322,Pitching,25050126,,,,,,,,,,,,,,,,,,,,,,,
13,2025-09-16,14:52:14.58,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Sinker,Live,,78.57574,0.3262198941,4.981452582,2014.206656,109.5396253,9:45,4.79136,-2.47821,6.61125,-38.71674,5.36691,-15.30491,1.86485,0.81987,72.03773,-7.015383268,2.074704579,0.4778704521,9.85714,2.88006,2.14581,50,4.79728,-9.56544,-114.09547,-0.30769,12.99625,20.95053,-28.3768,fd26600c-cbb6-4ae7-b131-12ac594d0ff7,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.87585,Pitching,25050126,,,,,,,,,,,,,,,,,,,,,,,
14,2025-09-16,14:52:29.94,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Sinker,Live,,77.69074,1.230781115,3.34510665,2042.107178,100.8278678,9:15,4.82948,-2.63776,6.63553,-42.05093,2.87209,-15.33533,2.45395,-0.85023,71.21188,-6.761207238,0.4219369898,0.4823984261,9.43704,1.24606,2.41834,50,4.89514,-6.23164,-113.01869,1.40605,12.19622,20.75274,-30.56367,9d9abf48-6951-433a-af53-450c634a5ef5,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.13549,Pitching,25050126,,,,,,,,,,,,,,,,,,,125.3455821,-42.16865295,1513.552641,0.7411719899,10:15
15,2025-09-16,14:52:47.39,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Fastball,Live,,78.32284,0.6482818657,3.124120402,1968.725429,116.2909206,10:00,4.80634,-2.64472,6.51917,-37.34222,7.23275,-14.75486,2.29013,-1.00539,71.41519,-6.45337325,0.3099055995,0.4805260447,9.07523,3.80442,2.43397,50,4.8351,-5.84735,-113.92596,0.35267,11.85608,22.09732,-27.20388,aba84a99-22fa-4e6c-b0ce-2b85386b47b8,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.43995,Pitching,25050126,,,,,,,,,,,,,,,,,,,,-33.0785105,1649.641263,0.8379234801,
16,2025-09-16,14:53:08.04,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Fastball,Live,,78.48991,0.7444432282,4.086566076,1974.476298,115.9993659,9:45,4.93557,-2.59932,6.66773,-36.71141,7.53174,-15.58636,2.55908,-0.15343,71.45356,-6.258161831,1.10837546,0.4787341741,9.87482,3.96275,2.33197,50,4.97052,-7.77037,-114.07048,0.5923,12.92566,22.27037,-26.98701,883a052c-c274-40cc-a207-7f7be8f4cd48,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.73355,Pitching,25050126,,,,,,,,,,,,,,,,,,,,-30.06515232,1708.822917,0.8654562827,
17,2025-09-16,14:53:35.62,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Sinker,Live,,78.47472,1.410820355,4.137369972,1983.238963,100.0441299,9:15,4.81796,-2.55973,6.70696,-41.74048,2.34712,-13.62719,2.63287,0.0933,71.69524,-6.5410346,1.536738737,0.4778918756,8.76709,0.89822,2.29091,50,4.89486,-7.92,-114.04485,1.80649,11.50847,21.61688,-30.99496,c9579906-eee4-4720-a79b-8d9760b6fd33,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.87232,Pitching,25050126,,,,,,,,,,,,,,,,,,,,-39.10849187,1538.900075,0.7759529254,
18,2025-09-16,14:54:38.01,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Fastball,Live,,78.74217,1.406551314,3.225086756,1983.503563,118.413408,10:00,4.90789,-2.56299,6.48197,-35.91128,8.13001,-15.15376,3.20887,-0.8619,71.89852,-5.413774595,0.3425433075,0.4776408213,9.26958,4.08176,2.34342,50,4.99064,-6.06579,-114.51737,1.89914,12.28462,21.54747,-26.76464,93e6e52c-8a4b-4bc4-9b23-9ed2e0dcef58,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.91377,Pitching,25050126,,,,,,,,,,,,,,,,,,,,-31.70594905,1687.478638,0.8507565449,
19,2025-09-16,14:55:06.84,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Sinker,Live,,77.49943,2.103617616,1.996513917,1924.468466,104.1900693,9:30,4.69629,-2.58094,6.6463,-42.00402,2.80038,-11.27919,3.12317,-1.69298,71.39479,-5.866646671,-0.1490346467,0.481761108,6.76547,0.99989,2.45134,50,4.82041,-3.65858,-112.85908,3.12141,8.77663,19.42184,-30.87692,c8a209f2-e90c-44c7-988f-c4fe2c7d1dc1,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.23886,Pitching,25050126,,,,,,,,,,,,,,,,,,,,-36.30834234,1550.817663,0.8058420758,
20,2025-09-16,14:55:21.93,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Sinker,Live,,78.20621,2.316277121,2.808998922,1985.565553,118.4872767,10:00,4.79663,-2.60819,6.68418,-37.66192,6.16198,-11.46863,3.78011,-0.99297,72.17522,-4.824361869,0.6319879641,0.4764605315,7.04939,2.83548,2.42573,50,4.93567,-5.30428,-113.83997,3.68629,9.34623,18.87978,-28.41471,aef81abc-5c8e-40b2-88b4-6205249c6a84,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,79.10926,Pitching,25050126,,,,,,,,,,,,,,,,,,,110.2522224,-33.96413746,1646.80309,0.8293874198,9:45
21,2025-09-16,14:55:36.91,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Fastball,Live,,78.44976,0.9966268593,4.718894363,1981.874191,145.8618497,10:45,4.92775,-2.48513,6.63802,-27.73184,16.56251,-11.30237,3.53219,0.9021,71.39574,-4.287284879,2.567913074,0.4790110662,7.62762,8.89716,2.17113,50,4.98365,-9.12669,-113.92316,1.30811,9.99094,21.57859,-20.52021,61b164cb-ba97-4125-8c3e-17c7c17d52a6,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.68803,Pitching,25050126,,,,,,,,,,,,,,,,,,,142.8013997,-33.30094418,1656.447107,0.8357983139,10:45
22,2025-09-16,14:56:12.50,"Sipe, Hunter",1000230997,Left,VIR_KEY,,Fastball,Live,,78.60394,0.155701165,4.052488545,1985.330107,121.1938403,10:00,4.77186,-2.50297,6.36764,-35.28077,9.15512,-15.22462,1.97541,-0.03701,71.89941,-6.518088353,1.166224302,0.4797758369,9.50418,4.98123,2.21745,50,4.76652,-7.69537,-114.22703,-0.60956,12.53676,21.3599,-25.60342,4d29fabd-e185-47d2-b810-bbed6dca494a,891c2af8-f79d-445f-95a0-c5a9ddb9d56d,78.5626,Pitching,25050126,,,,,,,,,,,,,,,,,,,,-23.08025692,1826.417604,0.9199566349,
