PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt
1,2025-03-04,10:19:55,"Hawley, Nathan",1000091407,Right,VIR_KEY,NA,NA,Live,NA,68.33533,4.781082723,-4.767410613,1664.775845,252.9921938,02:30:00,4.03269,2.81515,4.63268,-57.60242,6.3861,21.54139,3.80255,0.0691,61.42912,-5.830908492,-0.791709068,0.5757347269,-12.61801,1.81698,-2.34483,50,4.47429,7.57397,-98.51084,6.55188,-12.26669,17.21194,-30.40766,ddf55071-1def-478c-85d4-914d076a7a7a,cabd019b-eee3-4aa8-9e3a-4b6ca7eeb54d,65.46841,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6008986,1501.337725,0.9018257497,NA
2,2025-03-04,10:20:05,"Hawley, Nathan",1000091407,Right,VIR_KEY,NA,NA,Live,NA,71.24247,4.334775692,-4.561851514,1644.98936,269.5670827,03:00:00,3.58637,2.53257,4.588,-58.10244,-0.01736,20.3875,2.88841,-0.11655,65.05758,-6.283008394,-0.8289321046,0.5485342268,-11.7067,-1.17085,-2.07932,50,3.98331,7.56595,-102.91898,5.98581,-12.60567,16.4534,-33.43481,493d573c-c243-478c-9bb8-79d24ba7f15a,cabd019b-eee3-4aa8-9e3a-4b6ca7eeb54d,68.71484,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1771192,1533.900169,0.9324681399,NA
3,2025-03-04,10:20:18,"Hawley, Nathan",1000091407,Right,VIR_KEY,NA,NA,Live,NA,72.4661,2.43307943,-5.762329121,1649.363841,257.6415843,02:30:00,3.483,3.0119,4.6454,-51.60164,4.91927,23.21544,1.50773,-0.54693,65.6738,-7.044565595,-1.494157444,0.5410980367,-13.70612,1.81935,-2.44159,50,3.68749,9.82075,-104.61269,2.83188,-15.09679,18.64591,-30.1701,53a24f98-734d-49f9-8c2a-01516c5aaf41,cabd019b-eee3-4aa8-9e3a-4b6ca7eeb54d,69.65917,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.87806049,1601.216268,0.9708083977,NA
4,2025-03-04,10:20:53,"Hawley, Nathan",1000091407,Right,VIR_KEY,NA,NA,Live,NA,74.19245,4.034166753,-5.183873669,1732.587914,265.1933612,02:45:00,3.15585,2.72982,4.78991,-52.14807,1.34132,17.86425,2.65501,-0.70717,67.29758,-5.557149933,-1.896682743,0.526387069,-10.74364,-0.45485,-2.22692,50,3.51605,9.14644,-107.10211,5.91995,-12.45454,18.83897,-32.70134,3b4900e2-f0d6-42f7-a9c6-fcc252002265,cabd019b-eee3-4aa8-9e3a-4b6ca7eeb54d,71.60594,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.7148153,37.69982196,1370.867623,0.7912254332,02:15:00
5,2025-03-04,10:21:21,"Hawley, Nathan",1000091407,Right,VIR_KEY,NA,NA,Live,NA,75.06589,2.843191247,-6.653250064,1829.769949,255.4465649,02:30:00,3.20663,3.12357,5.00421,-47.51389,5.40204,21.57514,1.95113,-1.38661,66.82133,-6.007564885,-2.6397197,0.5235577971,-13.62074,1.86001,-2.49929,50,3.44446,11.94291,-108.07478,3.94246,-15.75997,22.64813,-30.02191,37ef273b-2a29-4c52-a2af-282ba1f6fd77,cabd019b-eee3-4aa8-9e3a-4b6ca7eeb54d,71.99289,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.29617559,1726.978983,0.9438230108,NA
6,2025-03-04,10:21:36,"Hawley, Nathan",1000091407,Right,VIR_KEY,NA,NA,Live,NA,75.27245,2.561122894,-6.78919741,1786.191824,272.6714756,03:00:00,3.136,3.14158,4.97056,-53.27439,-1.17372,21.87612,1.13401,-1.47763,67.99459,-7.281972658,-2.749356286,0.5195089601,-13.52396,-1.4007,-2.50067,50,3.34274,12.22817,-108.47002,3.21708,-15.96333,20.61321,-33.8274,c82172e6-77e0-436d-ad87-8f3ec12347b4,cabd019b-eee3-4aa8-9e3a-4b6ca7eeb54d,72.55397,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.0833771,20.76918797,1670.118841,0.9350165075,02:45:00
7,2025-03-04,10:21:57,"Hawley, Nathan",1000091407,Right,VIR_KEY,NA,NA,Live,NA,76.78441,3.097390094,-5.762644259,1784.097484,279.9582043,03:15:00,3.08162,3.30946,5.02891,-53.76685,-3.8885,21.32705,1.54092,-0.36833,69.25812,-6.86807924,-1.80674202,0.5083085712,-12.97452,-3.00367,-2.77394,50,3.33731,10.507,-110.81265,4.32268,-15.95775,21.80719,-35.86836,1eaac8e6-0c0e-46a0-bfc8-5070d45afe48,cabd019b-eee3-4aa8-9e3a-4b6ca7eeb54d,74.15267,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.2499446,26.61656538,1595.027295,0.8940247432,03:15:00
8,2025-03-04,10:22:20,"Hawley, Nathan",1000091407,Right,VIR_KEY,NA,NA,Live,NA,68.76718,5.32140468,-2.767732138,1745.248333,134.266137,10:30:00,3.0819,3.10971,4.57913,-58.7214,3.58877,-3.70641,3.27112,0.16591,62.82332,-5.410331547,-3.446099669,0.5681341331,1.16525,0.41647,-2.82011,50,3.58073,4.91856,-99.3941,7.47082,1.16993,15.38752,-31.7559,9ca5d8ba-23d0-4721-82c4-6db6878343ce,cabd019b-eee3-4aa8-9e3a-4b6ca7eeb54d,66.34426,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.16730173,357.8712873,0.2050546507,NA
9,2025-03-04,10:22:40,"Hawley, Nathan",1000091407,Right,VIR_KEY,NA,NA,Live,NA,66.77985,3.337503843,-2.564973396,1799.227259,105.8162054,09:30:00,3.07187,3.41599,4.89164,-63.17821,2.68557,-9.57936,0.97046,0.19008,60.72624,-8.326143413,-4.340559719,0.584110094,4.19768,0.35472,-3.15697,50,3.34788,4.60239,-96.71084,3.86467,3.9274,16.78804,-31.84216,59ccd70f-f090-44af-bff9-fe72e5e5b04d,cabd019b-eee3-4aa8-9e3a-4b6ca7eeb54d,64.52968,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-03-04,10:23:04,"Hawley, Nathan",1000091407,Right,VIR_KEY,NA,NA,Live,NA,78.95916,2.181711485,-6.306663246,1748.217388,252.58661179999999,02:30:00,3.13711,3.27203,5.13345,-39.79104,6.96426,22.75403,1.889,-0.79427,71.40319,-5.194145234,-2.095168656,0.4921378891,-13.81181,3.01816,-2.69612,50,3.31273,11.86465,-113.99405,3.08594,-18.08268,21.94009,-28.22261,49206597-7954-4fc6-b9c9-c2eccbfd57e5,cabd019b-eee3-4aa8-9e3a-4b6ca7eeb54d,76.58918,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.19985954,1708.736368,0.9774164123,NA
