PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt
1,2025-02-18,16:53:16,"Lloyd, Jaxon",1000119504,Left,VIR_KEY,NA,Fastball,Live,NA,85.18886,-1.994179105,-3.766692651,2148.00788,201.0908597,12:45:00,5.3944,1.3133,4.2597,-15.39535,25.89325,10.00665,2.19841,-1.46218,77.01356,-4.811113299,-1.934618184,0.4624731006,-6.23232,13.80547,-0.91235,50,5.16144,7.72366,-123.27994,-4.90582,-9.52119,26.17916,-11.08328,56de967e-3d4b-4546-ae4e-57b22b323ded,a08fea1c-18ae-455d-893b-3ad734d067ee,81.50191,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.112581,20.0369356,2017.993136,0.939471943,12:30:00
2,2025-02-18,16:53:26,"Lloyd, Jaxon",1000119504,Left,VIR_KEY,NA,Slider,Live,NA,79.31071,-2.746717819,-3.925919484,2217.527008,122.9150367,10:00:00,5.24573,1.4151,4.22375,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80713,3.81405,-0.97477,50,4.90244,8.23306,-114.8192,-7.04608,5.11046,20.15906,-27.0543,e0ae6e72-ece0-47ce-95a0-38b40e8800e8,a08fea1c-18ae-455d-893b-3ad734d067ee,NA,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.5212829,71.19162481,714.9397278,0.3224040678,11:45:00
3,2025-02-18,16:53:40,"Lloyd, Jaxon",1000119504,Left,VIR_KEY,NA,Slider,Live,NA,81.2568,-2.097331316,-2.463968355,2251.262834,102.1127761,09:30:00,5.12571,1.4336,4.38484,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72736,0.99769,-1.16602,50,4.85959,5.24706,-117.94602,-5.949,2.45962,20.15682,-30.75342,9800ae3f-d97d-43a9-9e97-64053a48caf8,a08fea1c-18ae-455d-893b-3ad734d067ee,NA,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.69156852,669.7852965,0.2975153706,NA
4,2025-02-18,16:53:51,"Lloyd, Jaxon",1000119504,Left,VIR_KEY,NA,ChangeUp,Live,NA,83.38606,-0.4920677216,-2.518003231,2031.713006,245.749706,02:15:00,5.24067,1.32439,4.38037,-33.23635,9.30232,20.73073,2.00071,0.64635,76.12317,-6.559355726,1.283245099,0.4694218988,-11.31886,4.89791,-1.07514,50,5.15621,4.53031,-120.96628,-2.30531,-16.73715,24.04719,-24.93153,5e75c979-25a0-44e4-993e-74141fd9d682,a08fea1c-18ae-455d-893b-3ad734d067ee,80.29544,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.2877401,23.9329279,1857.028291,0.9140209693,01:30:00
5,2025-02-18,16:54:04,"Lloyd, Jaxon",1000119504,Left,VIR_KEY,NA,ChangeUp,Live,NA,83.91332,-1.352905733,-3.539729491,1917.137364,242.6426094,02:00:00,5.33591,1.44703,3.8263,-32.79042,10.25678,19.86916,1.29587,-0.31533,76.45308,-7.277930568,0.06815010137,0.472219438,-10.99123,5.5377,-1.05638,50,5.14141,6.70214,-121.46411,-4.21328,-16.36689,24.51425,-23.92794,83b73d47-c178-43c4-900f-6cddf9fc6f38,a08fea1c-18ae-455d-893b-3ad734d067ee,79.81975,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.3643848,30.00139118,1660.266385,0.8660132632,01:00:00
6,2025-02-18,16:54:23,"Lloyd, Jaxon",1000119504,Left,VIR_KEY,NA,Sinker,Live,NA,88.30808,-0.4130671957,-2.290661067,2015.25331,237.7495341,02:00:00,5.30419,1.14229,4.21547,-25.43923,12.75897,20.27829,2.78837,0.63738,80.30107,-5.055153454,1.419616713,0.4448287844,-10.9753,6.60987,-0.91125,50,5.23332,4.28958,-128.08027,-1.97007,-18.1711,27.27084,-21.2305,83348a23-6170-406d-ba0d-65042500a1a1,a08fea1c-18ae-455d-893b-3ad734d067ee,84.73471,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.30591364,1943.772634,0.9645301783,NA
7,2025-02-18,16:54:35,"Lloyd, Jaxon",1000119504,Left,VIR_KEY,NA,Sinker,Live,NA,87.98563,0.6122186704,-1.552332147,2147.513912,227.7449574,01:30:00,5.17672,1.54669,4.30059,-20.72961,17.67424,19.5019,4.03486,1.68724,79.71289,-3.186661959,2.025540506,0.4460245832,-10.4136,8.8437,-1.39776,50,5.22272,2.67012,-127.65488,0.52556,-17.08763,27.64939,-17.66245,616f7f79-45f2-4282-9228-9d644bd615db,a08fea1c-18ae-455d-893b-3ad734d067ee,84.50754,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.3724387,20.37977791,2013.090186,0.9374049568,01:15:00
8,2025-02-18,16:54:48,"Lloyd, Jaxon",1000119504,Left,VIR_KEY,NA,Sinker,Live,NA,88.4921,-0.9926975095,-2.237371805,2110.115899,234.9920531,01:45:00,5.3359,1.26591,4.42469,-23.75112,14.20396,20.31739,2.40881,0.82354,80.05908,-5.352861027,1.50517408,0.4434109133,-11.11186,7.59399,-1.04765,50,5.20822,4.20181,-128.30993,-3.17327,-18.35083,28.87256,-19.63285,3fac79b4-28a5-4f97-a5d7-7ccc7d27c67b,a08fea1c-18ae-455d-893b-3ad734d067ee,85.00566,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.1136079,16.83906055,2019.638839,0.9571222319,01:15:00
9,2025-02-18,16:54:59,"Lloyd, Jaxon",1000119504,Left,VIR_KEY,NA,Slider,Live,NA,81.90637,-2.987632223,-3.139681455,2284.050445,155.2636407,11:15:00,5.23055,1.42145,4.20063,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60907,3.57111,-1.07321,50,4.86224,6.61727,-118.7691,-7.68657,0.88425,19.25114,-26.98946,0ee747df-329e-49d0-8697-25adc501a343,a08fea1c-18ae-455d-893b-3ad734d067ee,NA,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.44991037,573.8135218,0.251226291,NA
10,2025-02-18,16:55:13,"Lloyd, Jaxon",1000119504,Left,VIR_KEY,NA,Slider,Live,NA,81.4549,-1.106806997,-3.134231728,2199.745692,144.6415672,10:45:00,5.21933,1.57288,4.1506,-37.56685,6.50779,-4.65341,1.02588,-1.82287,76.34524,-7.82492503,-3.971360039,0.477821636,1.6654,3.52188,-1.22035,50,5.0573,6.65957,-118.30372,-3.7549,2.41115,18.0029,-27.07509,61ecf06b-d078-4967-83da-9dab65813627,a08fea1c-18ae-455d-893b-3ad734d067ee,78.88391,Pitching,25050126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.8862549,69.1493049,782.9641813,0.3559339537,11:45:00
